ap_corr1,ap_corr2,ap_corr3,ap_corr4,ap_corr5,ap_corr6,ap_corr7,ap_corr8,ap_corr9,ap_corr10,ap_corr11,ap_corr12,ap_corr13,ap_corr14,ap_corr15,ap_corr16,ap_corr17,ap_corr18,ap_corr19,ap_corr20,ap_corr21,ap_corr22,ap_corr23,ap_corr24,ap_corr25,ap_corr26,ap_corr27,ap_corr28,ap_corr29,ap_corr30,ap_corr31,ap_corr32,ap_corr33,ap_corr34,ap_corr35,ap_corr36,ap_corr37,ap_corr38,ap_corr39,ap_corr40,ap_corr41,ap_corr42,ap_corr43,ap_corr44,ap_corr45,ap_corr46,ap_corr47,ap_corr48,ap_corr49,ap_corr50,ap_corr51,ap_corr52,ap_corr53,ap_corr54,ap_corr55,ap_corr56,ap_corr57,ap_corr58,ap_corr59,ap_corr60,ap_corr61,ap_corr62,ap_corr63,ap_corr64,ap_corr65,ap_corr66,ap_corr67,ap_corr68,ap_corr69,ap_corr70,ap_corr71,ap_corr72,ap_corr73,ap_corr74,ap_corr75,ap_corr76,ap_corr77,ap_corr78,ap_corr79,ap_corr80
0.433165165405513,0.449405022905513,0.463385884411303,0.487426653409856,0.515559854411303,0.540432044411303,0.566584579411303,0.592399736911303,0.605006886911303,0.602710421911303,0.584597339411303,0.556943876911303,0.531587119411303,0.514341326911303,0.500983404411303,0.489589834411303,0.480584719411303,0.479591956911303,0.487813819411303,0.499380971911303,0.496562521911303,0.464785819411303,0.412232884411303,0.352577482905513,0.298199300405513,0.256891877905513,0.230637697905513,0.215557314411303,0.209025331911303,0.204313339411303,0.198120016911303,0.188073721911303,0.175250859411303,0.162373041911303,0.151186531911303,0.141441669411303,0.130820067905513,0.118919695902618,0.108679189893933,0.101017369282932,0.0957889444745363,0.0930156230609297,0.0914897643534026,0.0914618418534025,0.0929833333591926,0.0953137321733783,0.0976246581820634,0.098970172393933,0.0993937783031971,0.0982931645107242,0.0963647094113032,0.0947793219113032,0.0963123694113032,0.103771122905513,0.11909889980175,0.142273788899723,0.168317257905513,0.189639141911303,0.199262578417093,0.192649078417093,0.169247542216804,0.136199164411303,0.102117657600013,0.0735699791835109,0.0523551656603507,0.0383450278186622,0.0295269317737892,0.024269428612125,0.0218157493351172,0.0209803611517402,0.0215434754538882,0.022616240352562,0.0230333415726591,0.0238870270046258,0.0241941236513573,0.0254463321238544,0.0251210539351451,0.0242717296672799,0.0229519099095474,0.0206032209761332
0.443671365467244,0.462856635467244,0.493189329723658,0.523222529909555,0.554186202223658,0.580696894723658,0.608507789723658,0.631983394723658,0.644832707223658,0.641904592223658,0.620018474723658,0.591152812223658,0.561874687223658,0.542566564723658,0.529455974723658,0.514966502223658,0.506389542223658,0.504875162223658,0.515000147223658,0.527334899723658,0.522971892223658,0.488031802223658,0.429846904723658,0.366005095467244,0.308376675467244,0.264088730467244,0.235465597967244,0.219512859723658,0.212265989723658,0.207134834723658,0.200625327223658,0.191003707223658,0.178195594723658,0.165871999723658,0.155136167223658,0.145641797223658,0.134976595467244,0.122828890839037,0.112431094454415,0.104558098367228,0.0979497269454278,0.0948176011928544,0.093047317159516,0.092991047159516,0.0945166489159302,0.0969764170941449,0.0992826209787663,0.100635834454415,0.100913850764678,0.0996166222980166,0.0977845372236581,0.096258649723658,0.0978388122236581,0.105775102967244,0.122379025950575,0.14710268121083,0.174950630467244,0.197729869723658,0.208090306480072,0.201001876480072,0.176207459017252,0.141005904723658,0.10518238117365,0.0751927157928699,0.053062083767213,0.0385846541210307,0.0294750448838206,0.0245329228030092,0.0223402851927003,0.0217014959003355,0.0223415634669355,0.0242178539796868,0.0246122142411706,0.0252802354783036,0.0256471798192929,0.0256649433513255,0.0225100569013332,0.019972857774432,0.0155394698462557,0.0121414362950192
0.467535053765337,0.482777026265337,0.507951387120038,0.533831663781363,0.561808529620038,0.586971594620038,0.611655714620038,0.636521709620038,0.653795247120038,0.651451649620038,0.630896647120038,0.601129514620038,0.572793952120038,0.554841757120038,0.540358387120038,0.526013344620038,0.516908662120038,0.515735059620038,0.524560919620038,0.536370257120038,0.530870069620038,0.496422734620038,0.437573297120038,0.372213931265337,0.313933358765337,0.269447458765337,0.239845026265337,0.223355162120038,0.214778599620038,0.209444724620038,0.202544314620038,0.192843074620038,0.180201142120038,0.167959744620038,0.157099767120038,0.147615214620038,0.136973431265337,0.125364327087987,0.114792669555936,0.106973449682004,0.100301881817688,0.0973567199341415,0.0957222185730306,0.0954110235730306,0.0968387044277314,0.098901770646748,0.101280678178799,0.102578559555936,0.102863521423457,0.101379620284568,0.0993998171200377,0.0975871146200377,0.0987465071200377,0.106327333765337,0.122320183084782,0.146355945410636,0.173456786265337,0.195529827120038,0.205359525474738,0.198078905474738,0.173799718307003,0.139501152120038,0.104336585078371,0.0753492440174743,0.0535188005986714,0.0396794109448264,0.0305832224458958,0.0261340457183333,0.0238449141008139,0.0235744822931236,0.0248988520986817,0.0264667483914193,0.0272059650965494,0.0271143906788161,0.0266107443155696,0.0252623708807412,0.0225467754224076,0.0202298860409965,0.0175631050303117,0.0130007911093699
0.488063893110243,0.494911988110243,0.518714040168438,0.547057187778889,0.578790940168438,0.609874670168438,0.633677642668438,0.660726317668438,0.676225625168438,0.671361645168438,0.648034435168438,0.618011455168438,0.589280972668438,0.569619915168438,0.553505930168438,0.539072240168438,0.525400485168438,0.524578685168438,0.532717407668438,0.543237960168438,0.540528947668438,0.505265947668438,0.445790865168438,0.382058035610243,0.324336498110243,0.280365700610243,0.251318730610243,0.235862457668438,0.227923440168438,0.222375122668438,0.215431035168438,0.205118635168438,0.192129970168438,0.178833852668438,0.167463775168438,0.157457650168438,0.146476990610243,0.134168205831145,0.123377373993851,0.115289172833279,0.108794127473895,0.105571123012136,0.103894494586481,0.104136682086481,0.105547451644677,0.107446784062256,0.10999125339955,0.111846883993851,0.112197176286964,0.110994162212619,0.109177817668438,0.107586267668438,0.108828522668438,0.117290448110243,0.134363323897415,0.159479681052047,0.187704120610243,0.210815035168438,0.220591927226634,0.212125184726634,0.186102883248724,0.149504830168438,0.112460110029957,0.0819291557890988,0.0592233425563159,0.0448737022373067,0.0355529881612898,0.0307994433665053,0.0291132527425022,0.0285296121044836,0.0299632200709761,0.0308574553025509,0.0319722698994497,0.03250314259065,0.0318500281552493,0.0302251527538197,0.0274903828923013,0.0244434994402876,0.0198242527151163,0.0163637726343673
0.570798346463713,0.607262781463712,0.644857628873882,0.684319435146339,0.723819666373882,0.759334888873882,0.793494028873881,0.824447208873881,0.839983678873882,0.835774911373882,0.810974836373882,0.776958596373881,0.743508091373882,0.718750753873882,0.698248681373882,0.677837383873882,0.661812033873882,0.656801373873882,0.663861813873882,0.674516533873882,0.665027428873882,0.619491533873882,0.545868583873882,0.465719263963712,0.392936183963712,0.336443158963713,0.299892346463712,0.278775988873882,0.267510838873882,0.260633176373882,0.252176353873882,0.240275328873882,0.225609061373882,0.211084331373882,0.198280868873882,0.186748916373882,0.174192151463713,0.160132264008628,0.147676066643375,0.138557121814053,0.131436558194308,0.127311894655411,0.125127107272191,0.124720979772191,0.12596623718236,0.127777988212274,0.130111053077528,0.131327491643375,0.131274136499645,0.129428333882865,0.126768936373882,0.124647103873882,0.126146978873882,0.135169171463713,0.153807495272103,0.181786001553544,0.212747896463713,0.238306283873882,0.248744123784051,0.239454976284051,0.210355267538542,0.169982656373882,0.129229335299052,0.0954681643050702,0.070415204664394,0.0540903728111769,0.0438313822573668,0.0385764694640664,0.0363231906588183,0.0359141069523838,0.0371234234705271,0.0386262275425688,0.0394925187822359,0.0403829135877496,0.0395344769141944,0.0384560010908915,0.0345771671657211,0.0308958354171593,0.0259055322613933,0.0207156662283375
0.611251238471294,0.644711530971294,0.683104576449455,0.727662540704915,0.765169213949455,0.804387981449455,0.838549173949455,0.869580791449455,0.890063803949455,0.884796493949455,0.858306386449455,0.820025388949455,0.787888503949455,0.762534723949455,0.739824266449455,0.718639948949455,0.701678336449455,0.696632398949455,0.704326023949455,0.715756526449455,0.705375601449455,0.657376676449455,0.580520423949455,0.495857278471294,0.419631808471294,0.360265293471294,0.321337113471294,0.298945221449455,0.287314636449455,0.279709071449455,0.271344346449455,0.258788323949455,0.243647051449455,0.228662066449455,0.215020026449455,0.203036573949455,0.189757775971294,0.174764581982214,0.162004362514974,0.152416860856469,0.144610616038137,0.14049780753946,0.137942946667852,0.137188364167852,0.137838204646012,0.139666357442505,0.141922479409745,0.143053825014974,0.14265078378003,0.140565269651639,0.137738276449455,0.135800616449455,0.137355118949455,0.146803128471294,0.16608163803549,0.195104412993134,0.227455218471294,0.253740383949455,0.264605266927615,0.254810736927615,0.224300292278707,0.182200073949455,0.139655510142042,0.104334215154285,0.0779608757416442,0.0612361762988903,0.0502925432181482,0.0449012705007413,0.0427256138912098,0.0421144100057018,0.0441483536747934,0.0459317740569886,0.0466313234583769,0.0472334084649937,0.0464810255659192,0.044836691419658,0.0406664427270705,0.03576928125586,0.0302531749964299,0.0248971542452731
0.586084840389827,0.624436610389827,0.66239397200097,0.704955184098184,0.74548731200097,0.78349505450097,0.82001468200097,0.85137183450097,0.87063186200097,0.86703793200097,0.84142200700097,0.80516880700097,0.77130841200097,0.74413144950097,0.72322538200097,0.70204981200097,0.68486844950097,0.67915852450097,0.68532335950097,0.69573594950097,0.68656530450097,0.63963891700097,0.56455502200097,0.482684352889827,0.407322992889827,0.349493747889827,0.311284115389827,0.28930018200097,0.27813327200097,0.27109225450097,0.26292000200097,0.25091373950097,0.23593731700097,0.22140380950097,0.20876359950097,0.19700916950097,0.183954915389827,0.169133912084256,0.156161974667541,0.146441949106369,0.139047311770212,0.134548187984026,0.13204782338954,0.13149405338954,0.132423585000683,0.134158563947983,0.136352028864698,0.137279727167541,0.13679006224537,0.134530694339856,0.13169528950097,0.12943946450097,0.13060122200097,0.139515712889827,0.158324524342584,0.186694878778684,0.218258405389827,0.24440699200097,0.255851608612113,0.246780756112113,0.217654111031556,0.17656274450097,0.134693713859241,0.0996763567674835,0.0735974553229114,0.0566673387226816,0.0457375462363232,0.0403646690776497,0.0378170751494474,0.0373245944489876,0.0389020822206707,0.0404576965256675,0.0416881367918937,0.042199407860963,0.0420529130384471,0.0412505328855177,0.0381650885272466,0.0340782099690905,0.0293825242304345,0.0233826302585795
0.593057002194416,0.607772967194416,0.630345177780712,0.667373006384138,0.697963564030712,0.732502020280712,0.760782392780712,0.788407242780712,0.806009350280712,0.806781444030712,0.783496115280712,0.752327920280712,0.722287639030712,0.698248547780712,0.682758190280712,0.667082205280712,0.655283265280712,0.653415324030712,0.664093087780712,0.677685165280712,0.671040074030712,0.628589297780712,0.558287150280712,0.478800422194416,0.405373093444416,0.349137124694416,0.312143624694416,0.290428906530712,0.278940830280712,0.271799707780712,0.262913157780712,0.250695026530712,0.235151682780712,0.219858422780712,0.206545215280712,0.194354621530712,0.180845548444416,0.165760974401268,0.152497009771823,0.14254830415786,0.13344026355773,0.129692271679934,0.127760541917749,0.127220963167749,0.128617673754045,0.130421651190471,0.132781422069916,0.134128621021823,0.134105024959897,0.132082505972083,0.129524165280712,0.127440587780712,0.128687085280712,0.137650802194416,0.156127391063323,0.18389567410812,0.214759584694416,0.240232307780712,0.251342184617008,0.242744570867008,0.213973173087694,0.173164057780712,0.131636609387434,0.0967565709664897,0.0709898198713044,0.0539374771499709,0.0433375288561744,0.0380201506121184,0.0357359313143772,0.03546610712171,0.0376319827133023,0.0400737862031164,0.040769419112227,0.0405795384732451,0.0401659283293189,0.0398684142944114,0.0365907889376893,0.0329232936916339,0.028944524471597,0.0251914337140049
0.602013498688879,0.640489706188878,0.682798481251304,0.721149451235698,0.762159337501304,0.796265443751304,0.830941063751304,0.860886045001304,0.877062581251304,0.874009588751304,0.846568923751304,0.808128991251304,0.772717798751304,0.746260978751304,0.725204206251304,0.706182446251304,0.691180401251304,0.687694745001304,0.697904447501304,0.711612578751304,0.704645911251304,0.658021548751304,0.580726251251304,0.495953269938879,0.418610408688879,0.358286594938878,0.319812442438878,0.297661690001304,0.287066460001304,0.280798326251304,0.272641202501304,0.260416645001304,0.244389243751304,0.228557123751304,0.214851931251304,0.201936272501304,0.187924492438878,0.171863218657666,0.157718407314028,0.147423395195419,0.137011912854902,0.132668610958203,0.130251825627049,0.12987476437705,0.131260746939475,0.133193640592417,0.135689598186055,0.137102246064028,0.136875314163908,0.134905689495061,0.132202060001304,0.130102527501304,0.131933767501304,0.142023058688879,0.162579177898302,0.193404558626453,0.227671068688879,0.256155141251304,0.268975078813729,0.260231023813729,0.229551472310608,0.185341396251304,0.140651192629574,0.103143966951662,0.0749159154519601,0.0569799615024968,0.0456625485186997,0.0398159433538688,0.0378402360236104,0.037365080624684,0.0387794975696941,0.0413313989772489,0.0419983928657777,0.0417593558822787,0.0409989493079647,0.0388624665114439,0.0339565026331736,0.0284166344796347,0.0226718776853404,0.0158889996532331
0.574415866918974,0.606371549418974,0.645609645404358,0.682493143908012,0.720058742904358,0.756716942904358,0.791580300404358,0.823436456654358,0.842619155404358,0.838668156654358,0.812434635404358,0.775735062904358,0.739744406654358,0.714555190404358,0.692746425404358,0.673198727904358,0.657262000404358,0.653102660404358,0.661721456654358,0.673321042904358,0.666635384154358,0.622492680404358,0.548906192904358,0.469058980668974,0.395704023168974,0.338942580668974,0.302644918168974,0.282439497904358,0.272529486654358,0.266728047904358,0.258846559154358,0.246994367904358,0.231668300404358,0.216312625404358,0.203005017904358,0.190635380404358,0.177144184418974,0.161911013926282,0.148500519948205,0.138544384575975,0.129891570147168,0.125468470081515,0.122942143050516,0.122375983050516,0.1236817290359,0.125652769450091,0.127931580928168,0.129268997448205,0.12887276802482,0.12701927880582,0.124329999154358,0.122173104154358,0.123741429154358,0.133344061918974,0.152963930278474,0.18217569093359,0.215114984418974,0.242524722904358,0.254868407639742,0.246773943889742,0.217555098090473,0.175604582904358,0.132582961732859,0.0967767561745137,0.0698238772329766,0.0524341396382101,0.0412867882514822,0.0355018117571399,0.0331982541515295,0.0325114252119963,0.0340260525590026,0.0355028365647783,0.0362240247164756,0.0368960156382107,0.0366705123226757,0.0348741238921006,0.0307958338135999,0.0260858437824824,0.0207484567257873,0.0146886193077063
0.657221936392475,0.697114238892475,0.740789294649753,0.780822349460434,0.823873712149753,0.862732009649753,0.900676812149753,0.934271359649753,0.954302852149753,0.949786184649754,0.919189254649754,0.874796452149753,0.833537014649753,0.803771554649753,0.781081462149753,0.760142987149753,0.743757027149754,0.741415032149753,0.752887142149753,0.768929949649753,0.762838217149753,0.712695659649753,0.628449084649753,0.535981333892475,0.451842468892475,0.387079118892475,0.346238778892475,0.323380617149754,0.312815627149753,0.306698204649754,0.298373659649753,0.284386137149753,0.266683732149753,0.248290454649753,0.232225302149753,0.217664229649753,0.201949598892475,0.184014031013835,0.168313109877917,0.156665600439088,0.145572145341034,0.140770779061429,0.138014967076967,0.137788644576967,0.139593475334245,0.141989496189578,0.145303452325496,0.146961912377917,0.146878908089563,0.144859167574026,0.141900064649753,0.139534962149753,0.141885724649753,0.153468198892475,0.177225065400244,0.212254245635196,0.251663813892475,0.284433547149753,0.299473525407032,0.289948635407032,0.255434524369168,0.205660887149753,0.15495616417306,0.112477667514816,0.080764809485701,0.0601897600332945,0.0471769041643847,0.0407332155993666,0.0378627570275602,0.037524493122747,0.0393667773247374,0.0414414240723603,0.0426690151219144,0.0424146012238898,0.0416606052569259,0.0395180541598522,0.0344408521365457,0.0291224048394424,0.0230616863675768,0.0149318300762817
0.596309774543672,0.639803180793672,0.684017569314192,0.726660254684062,0.768516174314192,0.813162060564192,0.850157001814192,0.883228226814192,0.903091004314192,0.896758398064192,0.867370789314192,0.824636921814192,0.783185311814192,0.754099003064192,0.731109293064192,0.710023183064192,0.692318464314192,0.688902970564192,0.698866564314192,0.713356084314192,0.706678716814192,0.660126663064192,0.580899808064192,0.494813318293673,0.417335399543672,0.357704750793672,0.319828049543672,0.299233750564192,0.289609991814192,0.283994189314192,0.276366653064192,0.263057731814192,0.246073744314192,0.228731279314192,0.213725198064192,0.200082269314192,0.185256497043672,0.168711241533413,0.154146167502633,0.143332516063645,0.134582050458891,0.13001729318567,0.127424949108994,0.127106577858994,0.128890970129514,0.131453263004787,0.134460555785567,0.136219791252633,0.136340893385465,0.13434636746214,0.131697441814192,0.129520289314192,0.131496198064192,0.142413213293672,0.164504686255335,0.197206974773153,0.234049989543672,0.264873829314192,0.278915335334712,0.269791575334712,0.237702145658686,0.191178611814192,0.143480630699179,0.103786915415697,0.0739355975836178,0.0547358079858751,0.0426502319518466,0.0359883922083104,0.0333158371353969,0.0327782966899115,0.0340379124431267,0.0357731120840299,0.0368202365008563,0.0370527263847485,0.0371031747459662,0.0354862692734971,0.0313885578885108,0.0265988456773957,0.0219318271271903,0.0162409426131683
0.617045683929706,0.649111507679706,0.688343219953986,0.732626376260416,0.773243439953986,0.814773801203986,0.852729892453986,0.887765474953986,0.909524024953986,0.903811149953986,0.874713319953986,0.831123239953986,0.790897877453986,0.763274331203986,0.740286951203986,0.720758231203986,0.707162303703986,0.705122683703986,0.718139383703986,0.735578549953986,0.731053887453986,0.683928452453986,0.603169687453986,0.513752406429706,0.433186462679706,0.371757380179706,0.333396438929706,0.312660548703986,0.303580543703986,0.298079459953986,0.289675958703986,0.275790977453986,0.257175044953986,0.238203952453986,0.221828363703986,0.206916897453986,0.190883847679706,0.173396496542566,0.158093088131147,0.146763244560015,0.13715855913731,0.132746364917752,0.130410765961189,0.130419174711189,0.132338665735468,0.135572262182454,0.138800080593873,0.141013573131147,0.141419878769994,0.139756772726558,0.136901099953986,0.134918491203986,0.137349252453986,0.148758096429706,0.172525217576424,0.207411580405426,0.246213797679706,0.278718964953986,0.293672959728266,0.283932702228265,0.249680397989552,0.200411964953986,0.15008099089414,0.107924620537443,0.0763729576903244,0.0559962810655104,0.0431048190648426,0.0365864824687634,0.0334576112208433,0.0327942104712151,0.034130494035888,0.0357802404859928,0.0368006618509325,0.0372001032531458,0.0363704020797724,0.0346025981519437,0.0306850459617892,0.0262153964590417,0.0207609903112836,0.0161165289655005
0.68275614370878,0.72509640870878,0.764773305856804,0.813049193444798,0.857051237106804,0.899532603356804,0.940568995856804,0.976150865856804,0.997874425856804,0.992871927106804,0.959554995856804,0.912632185856804,0.869570433356804,0.838960818356804,0.814256690856804,0.791921360856804,0.776449962106804,0.774376559606804,0.787789282106804,0.804789335856804,0.797146918356804,0.743095839606804,0.654060252106804,0.55633309495878,0.46872445995878,0.40207732870878,0.35947067870878,0.336135694606804,0.324962117106804,0.317857873356804,0.308924028356804,0.294293864606804,0.275826478356804,0.256837968356804,0.240290388356804,0.225196350856804,0.20886428745878,0.190460250134768,0.174440074412731,0.162378344581485,0.15281916734185,0.147723914918993,0.144834465626561,0.144576089376561,0.146468770274586,0.149560082162245,0.153012095384281,0.155074971912731,0.15523439584957,0.153177022642002,0.150008542106804,0.147302007106804,0.149417879606804,0.16121569495878,0.185979268437564,0.222896741560756,0.26418920995878,0.298760493356804,0.314433765504828,0.304029820504828,0.267392988272427,0.215222519606804,0.161699126293157,0.116989744046288,0.0835533617041904,0.0617418464884156,0.0481107292162275,0.0408276837147689,0.0375261961460461,0.0367468407144964,0.0381084974128863,0.0400882335724613,0.0414557386797262,0.042000152815441,0.0418411445536177,0.0409237074755024,0.0374420420391498,0.0337340298356844,0.0280667370162616,0.022806716718541
0.706406502863275,0.752100195363274,0.796555136454853,0.847433909931958,0.892626827704853,0.938972286454853,0.981508021454853,1.02071568395485,1.04416390395485,1.04039143645485,1.00728460895485,0.960192268954853,0.916877583954853,0.885822621454853,0.860817568954853,0.838232448954853,0.820949953954853,0.818717165204853,0.831758703954853,0.848561791454853,0.839522621454853,0.782243713954853,0.688174801454853,0.585591795363274,0.492927852863274,0.421923655363274,0.376405260363274,0.350871935204853,0.338064726454853,0.329726793954853,0.319951153954853,0.304569762704853,0.285286711454853,0.265717008954853,0.248975478954853,0.233438303954853,0.216850772863274,0.198165847317485,0.181805144430117,0.169526095106117,0.159553179273328,0.154507241458118,0.151656825539066,0.151466541789066,0.153429694130644,0.156517728555012,0.16007718769238,0.162144948180117,0.162348291426643,0.160267832345695,0.156912037704853,0.154361938954853,0.156382046454853,0.168611590363274,0.194041129903748,0.231850626771696,0.274055925363274,0.309356006454853,0.324718150046432,0.313315015046432,0.275033109241853,0.221091445204853,0.166048467576275,0.120278391715275,0.08626578859896,0.064190993989593,0.0505355642798576,0.0431852354045437,0.0403916126365464,0.039556394667812,0.0410472839701311,0.0436765561175027,0.0448445915537158,0.0451967974776653,0.0449028319351408,0.0436780605001417,0.0395162031287203,0.0350547736869823,0.0290917061555073,0.0228509612086632
