Current Date: 17-Aug-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number: 6735115039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Name: InCyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number: 2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Gains,,,,,,,,Compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Sample Number ,  Sample ID ,  Number of Events ,  Termination Count ,  Count Gate ,  Dilution Factor ,  Original Volume ,  Cells/µL ,  Total Volume (µL) ,  Acquisition Time (s) ,  Date of Acquisition ,  Time of Acquisition ,  FSC Gain ,  SSC ,  GRN ,  YEL ,  RED ,  NIR ,  RED2 ,  NIR2 ,  GRN - %YEL ,  YEL - %GRN ,  RED - %YEL ,  YEL - %RED ,  RED - %NIR ,  NIR - %RED ,  YEL - %NIR ,  NIR - %YEL ,  GRN - %RED ,  RED - %GRN ,  GRN - %NIR ,  NIR - %GRN ,  RED2 - %YEL ,   YEL - %RED2 ,   RED2 - %RED ,   RED - %RED2 ,   RED2 - %GRN ,   GRN - %RED2 ,   RED2 - %NIR ,   NIR - %RED2 ,   RED2 - %NIR2 ,   NIR2 - %RED2 ,  NIR2 - %YEL ,   YEL - %NIR2 ,   NIR2 - %RED ,   RED - %NIR2 ,   NIR2 - %GRN ,   GRN - %NIR2 ,   NIR2 - %NIR ,   NIR - %NIR2 ,  Threshold Parameter ,  Threshold Value ,  Flow Rate (µL/s) ,  High Concentration Warning Trigger ,  # of Errors & Warnings ,  User Login Name ,  User Full Name ,   WorkList 
1, Culture-X-1,10000,10000, All Events,1,0.2,8.44E+02,11.85,20.08, 16-AUG-2022 , 09:16:36 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
2, Culture-X-1,10000,10000, All Events,1,0.2,7.72E+02,12.96,21.96, 16-AUG-2022 , 09:17:31 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
3, Culture-Y-1,10000,10000, All Events,1,0.2,8.26E+02,12.1,20.51, 16-AUG-2022 , 09:18:14 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
4, Culture-Y-1,10000,10000, All Events,1,0.2,9.35E+02,10.69,18.12, 16-AUG-2022 , 09:18:51 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
5, Culture-X-2,10000,10000, All Events,1,0.2,9.05E+02,11.05,18.72, 16-AUG-2022 , 11:17:02 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
6, Culture-X-2,10000,10000, All Events,1,0.2,7.57E+02,13.2,22.38, 16-AUG-2022 , 11:17:57 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
7, Culture-Y-2,10000,10000, All Events,1,0.2,9.33E+02,10.71,18.16, 16-AUG-2022 , 11:18:38 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
8, Culture-Y-2,10000,10000, All Events,1,0.2,7.89E+02,12.68,21.49, 16-AUG-2022 , 11:19:18 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
9, Culture-X-3,10000,10000, All Events,1,0.2,7.31E+02,13.67,23.18, 16-AUG-2022 , 13:31:01 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
10, Culture-X-3,10000,10000, All Events,1,0.2,8.26E+02,12.11,20.52, 16-AUG-2022 , 13:31:44 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
11, Culture-Y-3,10000,10000, All Events,1,0.2,7.88E+02,12.7,21.52, 16-AUG-2022 , 13:32:29 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
12, Culture-Y-3,10000,10000, All Events,1,0.2,8.14E+02,12.28,20.82, 16-AUG-2022 , 13:33:09 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
13, Culture-X-4,10000,10000, All Events,1,0.2,8.34E+02,11.99,20.32, 16-AUG-2022 , 15:20:39 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
14, Culture-X-4,10000,10000, All Events,1,0.2,8.66E+02,11.55,19.58, 16-AUG-2022 , 15:21:31 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
15, Culture-Y-4,10000,10000, All Events,1,0.2,8.98E+02,11.14,18.88, 16-AUG-2022 , 15:22:13 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
16, Culture-Y-4,10000,10000, All Events,1,0.2,1.01E+03,9.9,16.78, 16-AUG-2022 , 15:22:49 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
17, Culture-X-5,10000,10000, All Events,1,0.2,7.67E+02,13.04,22.1, 16-AUG-2022 , 17:13:37 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
18, Culture-X-5,10000,10000, All Events,1,0.2,8.26E+02,12.11,20.53, 16-AUG-2022 , 17:14:31 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
19, Culture-Y-5,10000,10000, All Events,1,0.2,9.49E+02,10.54,17.87, 16-AUG-2022 , 17:15:12 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
20, Culture-Y-5,10000,10000, All Events,1,0.2,8.80E+02,11.36,19.26, 16-AUG-2022 , 17:15:50 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
21, Culture-X-6,10000,10000, All Events,1,0.2,9.40E+02,10.64,18.04, 16-AUG-2022 , 19:17:22 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
22, Culture-X-6,10000,10000, All Events,1,0.2,1.14E+03,8.81,14.93, 16-AUG-2022 , 19:18:10 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
23, Culture-Y-6,10000,10000, All Events,1,0.2,9.99E+02,10.02,16.97, 16-AUG-2022 , 19:18:50 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
24, Culture-Y-6,10000,10000, All Events,1,0.2,1.10E+03,9.07,15.38, 16-AUG-2022 , 19:19:25 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
25, Culture-X-7,10000,10000, All Events,1,0.2,1.14E+03,8.75,14.82, 16-AUG-2022 , 21:17:28 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
26, Culture-X-7,10000,10000, All Events,1,0.2,1.05E+03,9.56,16.2, 16-AUG-2022 , 21:18:17 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
27, Culture-Y-7,10000,10000, All Events,1,0.2,1.07E+03,9.34,15.82, 16-AUG-2022 , 21:18:56 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
28, Culture-Y-7,10000,10000, All Events,1,0.2,1.48E+03,6.76,11.45, 16-AUG-2022 , 21:19:27 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
29, Culture-X-8,10000,10000, All Events,1,0.2,1.20E+03,8.35,14.16, 16-AUG-2022 , 23:17:32 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
30, Culture-X-8,10000,10000, All Events,1,0.2,1.32E+03,7.61,12.89, 16-AUG-2022 , 23:18:18 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
31, Culture-Y-8,10000,10000, All Events,1,0.2,1.15E+03,8.72,14.77, 16-AUG-2022 , 23:18:56 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
32, Culture-Y-8,10000,10000, All Events,1,0.2,1.16E+03,8.62,14.61, 16-AUG-2022 , 23:19:30 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
33, Culture-X-9,10000,10000, All Events,1,0.2,1.15E+03,8.72,14.78, 17-AUG-2022 , 03:25:14 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
34, Culture-X-9,10000,10000, All Events,1,0.2,1.04E+03,9.64,16.33, 17-AUG-2022 , 03:26:03 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
35, Culture-Y-9,10000,10000, All Events,1,0.2,1.17E+03,8.57,14.53, 17-AUG-2022 , 03:26:40 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
36, Culture-Y-9,10000,10000, All Events,1,0.2,1.02E+03,9.83,16.66, 17-AUG-2022 , 03:27:17 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-4/Plate1.csv
