exp,exp_no,phyto,source,bottle,tp,datetime,date,time,plot_date,plot_datetime,cells,grn,yel,red,fsc,ssc
TP22-14,2,italic('T. Pseudonana'),Optics,C,4,2022-05-18T15:00:00Z,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,6920,0.9643088000419218,1.6185616666130327,1.5915780297510915,2.091813220976044,1.3676287420927586
TP22-14,2,italic('T. Pseudonana'),Optics,A,5,2022-05-18T17:00:00Z,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,13305,0.930404179003273,1.5777579828243904,1.5938045509184011,2.0850019625914693,1.3834904536295234
TP22-14,2,italic('T. Pseudonana'),Optics,B,5,2022-05-18T17:00:00Z,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,11158,0.9214497246157969,1.569827446302901,1.5785097813873712,2.0745720740186124,1.3937516181051182
TP22-14,2,italic('T. Pseudonana'),Optics,C,5,2022-05-18T17:00:00Z,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,11045,0.9043498470035334,1.559088644987,1.5723200356355238,2.063785099562029,1.362251894164571
TP22-14,2,italic('T. Pseudonana'),Optics,A,6,2022-05-18T19:00:00Z,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,8886,0.8604007316965797,1.5542698172827492,1.5940776183188263,2.0592204401601695,1.3886447380883689
TP22-14,2,italic('T. Pseudonana'),Optics,B,6,2022-05-18T19:00:00Z,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,8486,0.8712302919734417,1.5461657930797335,1.5929420522070266,2.0697685185653008,1.3877997863575782
TP22-14,2,italic('T. Pseudonana'),Optics,C,6,2022-05-18T19:00:00Z,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,11752,0.8550648749945802,1.5300072463735495,1.5854882414896574,2.0518397393213523,1.383949148753191
TP22-14,2,italic('T. Pseudonana'),Optics,A,7,2022-05-18T21:00:00Z,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,8757,0.845009635917602,1.5469121998356234,1.5880258371753078,2.0847346128955966,1.378347837155865
TP22-14,2,italic('T. Pseudonana'),Optics,B,7,2022-05-18T21:00:00Z,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,5735,0.8237824515670051,1.528827076554681,1.5745477812828395,2.085703005325005,1.3556369019853722
TP22-14,2,italic('T. Pseudonana'),Optics,C,7,2022-05-18T21:00:00Z,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,10480,0.833280557974236,1.540927244859252,1.5846598865107957,2.0997862601547275,1.3672113958856191
TP22-14,2,italic('T. Pseudonana'),Optics,A,8,2022-05-18T23:00:00Z,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,9068,0.7791566398545381,1.5041827087818098,1.538212655872381,2.095114021725861,1.2898677914662557
TP22-14,2,italic('T. Pseudonana'),Optics,B,8,2022-05-18T23:00:00Z,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,7910,0.7905548770723405,1.519476628220633,1.53552863732292,2.094302689649818,1.3162404777330456
TP22-14,2,italic('T. Pseudonana'),Optics,C,8,2022-05-18T23:00:00Z,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,7655,0.7855586420676879,1.5148232028006283,1.5312285413814966,2.0877451114507135,1.2875858625808776
TP22-14,2,italic('T. Pseudonana'),Optics,A,9,2022-05-19T01:00:00Z,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,10113,0.7605560049556763,1.4905099360661453,1.5345688955915144,2.0602929971341655,1.2624199288451403
TP22-14,2,italic('T. Pseudonana'),Optics,B,9,2022-05-19T01:00:00Z,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,7995,0.7669510512118081,1.4898963905190206,1.5334993718102092,2.0612532456511494,1.2664791876579633
TP22-14,2,italic('T. Pseudonana'),Optics,C,9,2022-05-19T01:00:00Z,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,13050,0.7455442611578283,1.4875842854244348,1.521353697479967,2.0448565606268745,1.2491011018197549
TP22-14,2,italic('T. Pseudonana'),Optics,A,10,2022-05-19T03:00:00Z,2022-05-19,03:00:00,2022-11-28,2022-11-28T03:00:00Z,8736,0.7513807792263734,1.500364784853459,1.5364839666714962,1.980832010962831,1.2699714679099658
TP22-14,2,italic('T. Pseudonana'),Optics,B,10,2022-05-19T03:00:00Z,2022-05-19,03:00:00,2022-11-28,2022-11-28T03:00:00Z,10219,0.7344557962635383,1.4936423370152263,1.5222077681482673,1.9683561067532054,1.26266646229723
TP22-14,2,italic('T. Pseudonana'),Optics,C,10,2022-05-19T03:00:00Z,2022-05-19,03:00:00,2022-11-28,2022-11-28T03:00:00Z,10735,0.7343353628118943,1.469834644559464,1.5027936329426852,1.9572899950595364,1.2353903053240318
TP22-14,2,italic('T. Pseudonana'),Optics,A,11,2022-05-19T05:00:00Z,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,14548,0.7062878616872912,1.4829068132190746,1.4937808128365075,1.891109951992041,1.2399275131769925
TP22-14,2,italic('T. Pseudonana'),Optics,B,11,2022-05-19T05:00:00Z,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,NA,0.7049991660185526,1.4731034713721796,1.4826627674350426,1.8815890291285526,1.2204107665377664
TP22-14,2,italic('T. Pseudonana'),Optics,C,11,2022-05-19T05:00:00Z,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,12456,0.6946672992897668,1.4757459040505592,1.465855659261855,1.8703523216297595,1.2239948265844722
TP22-14,2,italic('T. Pseudonana'),Optics,A,12,2022-05-19T07:00:00Z,2022-05-19,07:00:00,2022-11-28,2022-11-28T07:00:00Z,10876,0.6816359247564818,1.4810230972961032,1.475809777797104,1.839408867092194,1.2317131849887382
TP22-14,2,italic('T. Pseudonana'),Optics,A,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,7684,0.6980987364748985,1.4621504459263388,1.4935983085745783,1.8456155713982019,1.2326158775367597
TP22-14,2,italic('T. Pseudonana'),Optics,B,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,6101,0.6766250033227177,1.4484572954326196,1.4612651007202517,1.8237070217533375,1.2223297252090661
TP22-14,2,italic('T. Pseudonana'),Optics,C,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,8164,0.6743051362474334,1.4765610970869667,1.4593856997764476,1.8240898157173158,1.2209014522548371
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,1,2022-08-16T09:00:00Z,2022-08-16,09:00:00,2022-11-27,2022-11-27T09:00:00Z,35480,1.4009245719572712,1.2237023115629737,0.3707261290084326,1.6010469525737734,2.1177252843750622
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,1,2022-08-16T09:00:00Z,2022-08-16,09:00:00,2022-11-27,2022-11-27T09:00:00Z,44718,1.4451440942671492,1.2566121496653366,0.3754094074903269,1.5971548283023398,2.1329394051495463
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,2,2022-08-16T11:00:00Z,2022-08-16,11:00:00,2022-11-27,2022-11-27T11:00:00Z,28786,1.4354110982784078,1.2498304146219397,0.3734287122240807,1.5868730953050125,2.098331028755706
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,2,2022-08-16T11:00:00Z,2022-08-16,11:00:00,2022-11-27,2022-11-27T11:00:00Z,46130,1.470191819335426,1.2710763487978864,0.3758721237536534,1.6031822350661797,2.106175143955337
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,3,2022-08-16T13:00:00Z,2022-08-16,13:00:00,2022-11-27,2022-11-27T13:00:00Z,28277,1.426792087425956,1.233934138985209,0.3780118506195982,1.6180633906090982,2.051346787511495
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,3,2022-08-16T13:00:00Z,2022-08-16,13:00:00,2022-11-27,2022-11-27T13:00:00Z,46807,1.4981208109360549,1.2538579952418512,0.37365172013678005,1.6602286042535068,2.1147175833679546
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,4,2022-08-16T15:00:00Z,2022-08-16,15:00:00,2022-11-27,2022-11-27T15:00:00Z,27599,1.432172218888141,1.253204224081522,0.38544119874881266,1.7132479236563376,2.070589132741973
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,4,2022-08-16T15:00:00Z,2022-08-16,15:00:00,2022-11-27,2022-11-27T15:00:00Z,38559,1.4913244537400003,1.271495930364509,0.38429418665773873,1.7652723174316178,2.1200276888380176
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,5,2022-08-16T17:00:00Z,2022-08-16,17:00:00,2022-11-27,2022-11-27T17:00:00Z,28532,1.4375928001993916,1.2368247419487084,0.37897757653426645,1.8265129824799393,2.086932703478521
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,5,2022-08-16T17:00:00Z,2022-08-16,17:00:00,2022-11-27,2022-11-27T17:00:00Z,64830,1.447733077440362,1.2296221507420166,0.37795997034866324,1.8130884793765305,2.123246719934954
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,6,2022-08-16T19:00:00Z,2022-08-16,19:00:00,2022-11-27,2022-11-27T19:00:00Z,44122,1.4258159205578518,1.2183127737567903,0.3710357741398449,1.8630641438803641,2.1070898096398523
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,6,2022-08-16T19:00:00Z,2022-08-16,19:00:00,2022-11-27,2022-11-27T19:00:00Z,79126,1.454191780220382,1.2534166134301241,0.38586326686719175,1.8568547447544244,2.1221848604590727
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,7,2022-08-16T21:00:00Z,2022-08-16,21:00:00,2022-11-27,2022-11-27T21:00:00Z,69251,1.4247006577616628,1.2300219921353055,0.38263387447790115,1.8263235645718519,2.103759415568232
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,7,2022-08-16T21:00:00Z,2022-08-16,21:00:00,2022-11-27,2022-11-27T21:00:00Z,95939,1.4512910721376167,1.227120420824782,0.3837434942658423,1.8270718762599125,2.124967886287897
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,8,2022-08-16T23:00:00Z,2022-08-16,23:00:00,2022-11-27,2022-11-27T23:00:00Z,75085,1.4198853340951132,1.2398804361922786,0.3970851293213825,1.7520037264220272,2.0750415428840645
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,8,2022-08-16T23:00:00Z,2022-08-16,23:00:00,2022-11-27,2022-11-27T23:00:00Z,104999,1.4461251886797672,1.2241622811407158,0.38483215873749244,1.7678220419322677,2.1180267516686984
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,9,2022-08-17T03:00:00Z,2022-08-17,03:00:00,2022-11-28,2022-11-28T03:00:00Z,71186,1.437904818318354,1.2598704933741485,0.3870057586608634,1.691009775983813,2.108604720949969
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,9,2022-08-17T03:00:00Z,2022-08-17,03:00:00,2022-11-28,2022-11-28T03:00:00Z,107120,1.4615962246761787,1.2669275845429557,0.39762085521945234,1.69121365512328,2.137250258909282
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,10,2022-08-17T07:00:00Z,2022-08-17,07:00:00,2022-11-28,2022-11-28T07:00:00Z,53926,1.43113066748725,1.2555596456293472,0.37608035902259696,1.6322969561788847,2.111757123375722
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,10,2022-08-17T07:00:00Z,2022-08-17,07:00:00,2022-11-28,2022-11-28T07:00:00Z,86780,1.441022018040059,1.2505330332686164,0.38594497030242114,1.615858937630331,2.124961103528544
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,11,2022-08-17T09:00:00Z,2022-08-17,09:00:00,2022-11-28,2022-11-28T09:00:00Z,61328,1.4464779948901716,1.2783558454534536,0.3838843847884824,1.6075278994948325,2.1211705527529965
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,11,2022-08-17T09:00:00Z,2022-08-17,09:00:00,2022-11-28,2022-11-28T09:00:00Z,120113,1.4361715845772105,1.2544673600017964,0.38414580026826256,1.5851735015966981,2.1185636992979595
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,12,2022-08-17T11:00:00Z,2022-08-17,11:00:00,2022-11-28,2022-11-28T11:00:00Z,66300,1.4580970519199186,1.2672699449766056,0.3784691361202133,1.5843374732363613,2.092546262236165
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,12,2022-08-17T11:00:00Z,2022-08-17,11:00:00,2022-11-28,2022-11-28T11:00:00Z,113644,1.4791912500635482,1.2705815008413313,0.3871052840981154,1.5838457979605267,2.1211953376262125
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,A,13,2022-08-17T13:00:00Z,2022-08-17,13:00:00,2022-11-28,2022-11-28T13:00:00Z,55988,1.4413363850252527,1.2435937132881068,0.37204115239149815,1.6441734342748688,2.087652570927443
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,B,13,2022-08-17T13:00:00Z,2022-08-17,13:00:00,2022-11-28,2022-11-28T13:00:00Z,112260,1.4639639584244253,1.2414175404349006,0.3800519433294034,1.6307104475309044,2.106240631458501
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,1,2022-08-24T09:00:00Z,2022-08-24,09:00:00,2022-11-27,2022-11-27T09:00:00Z,57458,1.4051710608987609,1.2233925945704602,0.367113376947076,1.535274493112074,2.1101763111690284
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,1,2022-08-24T09:00:00Z,2022-08-24,09:00:00,2022-11-27,2022-11-27T09:00:00Z,72994,1.4213490057975298,1.2292604196930683,0.3759988779158279,1.5560609324811916,2.128633272598486
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,1,2022-08-24T09:00:00Z,2022-08-24,09:00:00,2022-11-27,2022-11-27T09:00:00Z,108474,1.4397603012953901,1.245580563383888,0.3844208747044283,1.554030854917635,2.1585248673739406
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,2,2022-08-24T11:00:00Z,2022-08-24,11:00:00,2022-11-27,2022-11-27T11:00:00Z,58418,1.4522984231000438,1.2611263903106105,0.37780624152321063,1.5319036336090206,2.1103711637575513
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,2,2022-08-24T11:00:00Z,2022-08-24,11:00:00,2022-11-27,2022-11-27T11:00:00Z,79774,1.4576329856043961,1.2506813391412506,0.38188060269467394,1.5351027254295182,2.1016081983687873
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,2,2022-08-24T11:00:00Z,2022-08-24,11:00:00,2022-11-27,2022-11-27T11:00:00Z,62768,1.4719489109832098,1.2674858429503284,0.3874988338877694,1.5686045936675022,2.1468623299095757
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,3,2022-08-24T13:00:00Z,2022-08-24,13:00:00,2022-11-27,2022-11-27T13:00:00Z,52881,1.4561506232629022,1.2481464512559897,0.3837149659479836,1.5813744401485659,2.086922964686486
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,3,2022-08-24T13:00:00Z,2022-08-24,13:00:00,2022-11-27,2022-11-27T13:00:00Z,66102,1.4791211713394565,1.2489375814541925,0.3838526024776004,1.609900150670248,2.1235950892580693
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,3,2022-08-24T13:00:00Z,2022-08-24,13:00:00,2022-11-27,2022-11-27T13:00:00Z,103559,1.4733416905155141,1.2433201905162168,0.3885388255204914,1.6038348599229613,2.1292308559022572
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,4,2022-08-24T15:00:00Z,2022-08-24,15:00:00,2022-11-27,2022-11-27T15:00:00Z,42373,1.4339394951242244,1.222544011797984,0.36851743423594396,1.689837409883184,2.1142291540357627
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,4,2022-08-24T15:00:00Z,2022-08-24,15:00:00,2022-11-27,2022-11-27T15:00:00Z,101865,1.4656770887704405,1.2365200333060484,0.38170229589680543,1.6946199772871235,2.1296793700597236
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,4,2022-08-24T15:00:00Z,2022-08-24,15:00:00,2022-11-27,2022-11-27T15:00:00Z,80214,1.471575339265521,1.2431153800244532,0.38519539389681684,1.7074662421275573,2.146615485573717
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,5,2022-08-24T17:00:00Z,2022-08-24,17:00:00,2022-11-27,2022-11-27T17:00:00Z,85254,1.4422151970863344,1.2363855752287107,0.37637523381999044,1.7452144801559633,2.1121798102520426
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,5,2022-08-24T17:00:00Z,2022-08-24,17:00:00,2022-11-27,2022-11-27T17:00:00Z,138984,1.4525612245231427,1.2265035795511525,0.3796912159132603,1.7533386618803757,2.130440987576047
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,5,2022-08-24T17:00:00Z,2022-08-24,17:00:00,2022-11-27,2022-11-27T17:00:00Z,83446,1.471073251581506,1.242732451549851,0.39174054319899987,1.7672103147346245,2.1653075050002233
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,6,2022-08-24T19:00:00Z,2022-08-24,19:00:00,2022-11-27,2022-11-27T19:00:00Z,137062,1.4182986067254149,1.2145260132614695,0.3792596150679842,1.772333424290313,2.089118633963712
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,6,2022-08-24T19:00:00Z,2022-08-24,19:00:00,2022-11-27,2022-11-27T19:00:00Z,112430,1.4820327378202578,1.23065357321188,0.3870268037215718,1.8004311664525112,2.153691153777218
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,6,2022-08-24T19:00:00Z,2022-08-24,19:00:00,2022-11-27,2022-11-27T19:00:00Z,94972,1.5017900855354123,1.260763421104261,0.3997074617384079,1.8075466224975576,2.1604751749175266
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,7,2022-08-24T21:00:00Z,2022-08-24,21:00:00,2022-11-27,2022-11-27T21:00:00Z,119887,1.4113475370764899,1.203336142742916,0.3804821615099573,1.712908993790643,2.0978198758431548
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,7,2022-08-24T21:00:00Z,2022-08-24,21:00:00,2022-11-27,2022-11-27T21:00:00Z,92599,1.484102066162301,1.2370185722597724,0.38904846430975626,1.7811726047309215,2.1500396383651816
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,7,2022-08-24T21:00:00Z,2022-08-24,21:00:00,2022-11-27,2022-11-27T21:00:00Z,159661,1.4992707287068905,1.2577578770935425,0.40183983930283135,1.7809392591305575,2.1560756035589974
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,9,2022-08-25T01:00:00Z,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,115141,1.4144623804393,1.2120562939237343,0.37661177726618433,1.6578373204455492,2.1452220097094155
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,9,2022-08-25T01:00:00Z,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,135367,1.461045969941531,1.240109821863781,0.39263830358899093,1.7147424850441904,2.1604925366747154
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,9,2022-08-25T01:00:00Z,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,195876,1.4731672523024057,1.2550604449872744,0.40574392284371325,1.7101718733308664,2.169177448970841
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,10,2022-08-25T03:00:00Z,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,90170,1.4297248032970793,1.2302067708354543,0.37886475481605447,1.624965513965948,2.1470010261904107
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,10,2022-08-25T03:00:00Z,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,201186,1.454274734499601,1.239845991707731,0.39582791998593175,1.6615594203675927,2.151276931739344
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,10,2022-08-25T03:00:00Z,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,73842,1.4702327386549146,1.269352060808343,0.3975748432224572,1.6757522958454913,2.183351252875503
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,11,2022-08-25T05:00:00Z,2022-08-25,05:00:00,2022-11-28,2022-11-28T05:00:00Z,93672,1.4212211465477247,1.222129759814491,0.3779549630620727,1.5888315415384842,2.148082408771572
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,11,2022-08-25T05:00:00Z,2022-08-25,05:00:00,2022-11-28,2022-11-28T05:00:00Z,174294,1.467328716735635,1.2658258569593372,0.3970584007980583,1.6480730727367012,2.1611096133117913
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,11,2022-08-25T05:00:00Z,2022-08-25,05:00:00,2022-11-28,2022-11-28T05:00:00Z,143955,1.4755222932167547,1.2735500398235562,0.4058865024182672,1.6475968780475383,2.2017352611349423
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,A,12,2022-08-25T07:00:00Z,2022-08-25,07:00:00,2022-11-28,2022-11-28T07:00:00Z,89632,1.448952477861316,1.2542080061736027,0.3809801167162724,1.5681997326149333,2.135638447869745
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,B,12,2022-08-25T07:00:00Z,2022-08-25,07:00:00,2022-11-28,2022-11-28T07:00:00Z,135679,1.4715134059202037,1.2731382171118253,0.39608806135981134,1.6196759141461645,2.176622106884304
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,C,12,2022-08-25T07:00:00Z,2022-08-25,07:00:00,2022-11-28,2022-11-28T07:00:00Z,198757,1.4671303858625535,1.2653952310743048,0.4038020987108837,1.6023191209990268,2.1742248202278076
